AccountID,BranchID,ProductID,DisbursedOn,Application Score,ArrearsDays,Actual Application Grade,Actual Good Bad,Gender,LiteracyLevel,Occupation,MaritalStatus,PurposeCode,DonorID,LoanSeries,CreditOfficerID,SectorID,Disbursement Amount,InstallmentAmt,ActualBalance,ArrearsPer,ArrearsAmount
2702000547,2,LN08,"April 30, 2012",44,3,A,1,F,C,E,S,6,200,2,6,71,100000,11000,75099,0,0
5702000349,5,LN08,"April 26, 2012",44,37,A,1,F,PT,M,U,9,200,2,3,78,4500,500,3156,3,1344
7102000011,7,LN01,"June 15, 2012",44,17,A,1,G,N,B,G,5,200,1,GMAMBALA,31,358000,72200,299913.3333,0,1489
2601000532,2,LN03,"November 4, 2011",44,180,A,0,M,P,E,M,6,200,1,6,71,10000,2770,1092.01,1,2720.01
2501000247,2,LN02,"March 26, 2012",44,8,A,1,M,P,E,M,6,200,1,6,71,40000,7870,17960,1,5480
5702000338,5,LN08,"April 26, 2012",44,37,A,1,F,PT,M,U,8,200,2,5,78,40000,4400,35846.3333,1,6300
2702000445,2,LN08,"March 7, 2012",44,87,A,1,F,S,U,M,9,200,2,8,71,20000,3870,14461.3333,2,7640
2702000428,2,LN08,"February 2, 2012",44,31,A,1,F,S,E,S,12,200,2,10,71,40000,5070,23686.68,2,7686.68
5702000422,5,LN08,"August 3, 2011",44,64,A,1,M,S,E,S,6,200,1,5,11,36000,3840,8788,2,9180
2702000615,2,LN08,"June 29, 2012",44,3,A,1,M,T,E,M,6,200,1,6,71,120000,13200,120000,1,13200
7102000010,7,LN01,"June 7, 2012",44,25,A,1,G,N,B,G,5,200,1,GMAMBALA,31,157000,31660,127850,1,26720
7901000010,7,LN06,"June 7, 2012",44,25,A,1,G,PT,M,G,5,200,3,GMAMBALA,31,181000,36500,150117.3333,1,30592.6667
2702000275,2,LN08,"October 22, 2011",44,193,A,0,M,U,E,M,13,200,2,8,71,150000,22250,104300,5,108500
2702000378,2,LN08,"April 3, 2012",43,1,A,1,F,C,E,M,6,200,3,6,71,90000,9900,59920.0033,0,0
2702000543,2,LN08,"March 7, 2012",43,57,A,1,F,C,E,M,6,200,2,8,71,20000,2200,12722,0,250
5702000297,5,LN08,"April 26, 2011",43,102,A,1,M,PT,M,U,13,200,2,3,78,60000,6400,1119.9967,0,790
5702000306,5,LN08,"April 3, 2012",43,1,A,1,M,PT,M,U,13,200,4,3,78,20000,2200,11967.9533,0,845.6167
5702000264,5,LN08,"October 11, 2011",43,55,A,1,M,PT,M,U,8,200,2,3,78,7000,750,3260.6667,4,3036
5702000418,5,LN08,"August 3, 2011",43,113,A,1,M,PT,M,U,13,200,1,5,78,15000,1600,4835,3,4800
5702000273,5,LN08,"June 29, 2012",43,3,A,1,M,PT,M,U,13,200,3,3,78,50000,5500,50000,1,5500
5702000463,5,LN08,"December 23, 2011",43,12,A,1,M,PT,M,U,9,200,1,5,78,50000,5330,23619,1,6171
5702000242,5,LN08,"October 28, 2011",43,98,A,1,M,PT,M,U,13,200,2,5,78,23000,2450,11828,4,9402
2702000485,2,LN08,"August 12, 2011",43,174,A,0,M,S,E,U,1,200,1,8,71,10000,3570,10000,4,12620
2702000602,2,LN08,"May 10, 2012",43,53,A,1,F,C,E,M,6,200,1,10,71,70000,7700,70000,2,15400
5702000437,5,LN08,"September 6, 2011",43,149,A,0,M,S,E,M,3,200,1,5,78,26000,2770,13558.0233,6,16351.0167
5702000356,5,LN08,"July 5, 2011",43,212,A,0,M,PT,M,U,9,200,2,5,78,25000,2670,12458,6,17120
5702000340,5,LN08,"May 29, 2012",43,34,A,1,F,PT,M,U,6,200,2,5,78,85000,9350,85000,2,18700
6901000010,6,LN06,"March 8, 2012",43,56,A,1,G,N,B,G,1,200,3,SCHINKUDZU,61,107500,30640,37971.0033,1,36211.67
7901000027,7,LN06,"March 29, 2012",43,5,A,1,G,X,M,G,1,200,1,GMAMBALA,71,215000,43360,89258,2,74814
2702000525,2,LN08,"March 30, 2012",43,94,A,1,F,U,E,M,8,200,2,10,71,200000,27560,192395.6667,3,90159
6901000047,6,LN06,"April 16, 2012",43,77,A,1,G,N,B,U,1,200,1,SCHINKUDZU,71,154300,43980,102430,2,106450
2702000562,2,LN08,"January 26, 2012",42,8,A,1,M,C,E,M,6,200,1,6,71,40000,4400,16227.6667,-1,-3400
6702000011,6,LN08,"April 16, 2012",42,17,A,1,F,S,E,M,1,200,1,SCHINKUDZU,71,90000,9900,61080,0,-200
2702000464,2,LN08,"July 14, 2011",42,24,A,1,F,S,E,S,3,200,1,10,61,60000,6400,746.6667,0,0
2702000614,2,LN08,"June 29, 2012",42,3,A,1,M,S,E,M,9,200,1,10,71,20000,3870,19415.3333,1,3294.6667
5601000670,5,LN03,"September 9, 2011",42,296,A,0,M,S,E,M,6,200,1,5,78,3500,390,3500,10,3800
5702000415,5,LN08,"July 2, 2012",42,1,A,1,M,PT,M,U,6,200,1,3,78,35000,3850,35000,1,3850
2702000518,2,LN08,"April 30, 2012",42,3,A,1,M,C,E,M,6,200,2,8,71,30000,5800,15053.3333,1,4706.6667
6702000010,6,LN08,"March 16, 2012",42,78,A,1,F,S,E,M,1,200,1,SCHINKUDZU,71,30000,3300,25653.3333,2,6200
2702000597,2,LN08,"May 5, 2012",42,58,A,1,F,S,E,M,8,200,1,8,71,50000,5500,47780.6667,1,7719.3333
2702000463,2,LN08,"April 30, 2012",42,3,A,1,M,C,E,M,6,200,2,8,71,75000,8250,62466.6667,1,7950
2701000215,2,LN04,"November 29, 2011",42,155,A,0,M,S,E,S,13,200,1,8,71,7000,3710,3906,2,8064
5702000402,5,LN08,"June 14, 2011",42,143,A,0,M,PT,M,U,6,200,1,5,78,56000,5970,14097,3,18234.3333
2702000577,2,LN08,"March 26, 2012",42,98,A,1,F,P,B,S,13,200,1,6,71,45000,8700,32720,3,21800
5702000379,5,LN08,"May 13, 2011",42,415,A,0,M,PT,M,U,6,200,1,5,78,18000,1920,18000,12,23880
2702000519,2,LN08,"December 29, 2011",41,6,A,1,F,S,E,M,6,200,2,8,71,30000,3200,4956.6667,-2,-7240
5702000447,5,LN08,"September 23, 2011",41,13,A,1,F,S,E,M,6,200,1,3,78,30000,3200,532.3333,0,-677.6666
2702000576,2,LN08,"March 23, 2012",41,11,A,1,M,C,E,M,13,200,1,8,71,10000,1100,6770,0,0
5702000484,5,LN08,"June 13, 2012",41,19,A,1,F,S,E,M,6,200,1,3,78,4000,440,4000,1,440
5702000401,5,LN08,"June 14, 2011",41,54,A,1,M,PT,M,U,13,200,1,5,78,20000,2130,516.98,0,469.98
5702000243,5,LN08,"June 26, 2012",41,6,A,1,M,PT,M,U,13,200,3,3,78,10000,1100,9828.33,1,785
5702000440,5,LN08,"September 12, 2011",41,24,A,1,M,PT,M,U,13,200,1,5,78,10000,1070,1809.6333,1,846.6367
2702000394,2,LN08,"September 13, 2011",41,83,A,1,M,P,E,M,12,200,2,10,71,20000,2970,450.9733,0,936.64
2702000552,2,LN08,"January 6, 2012",41,28,A,1,M,C,E,M,13,200,2,10,71,14000,1490,7317.02,1,1082.35
5702000400,5,LN08,"June 8, 2012",41,24,A,1,M,PT,M,U,13,200,2,3,78,20000,2200,14837.67,1,1829
5702000376,5,LN08,"May 9, 2012",41,24,A,1,M,PT,M,U,13,200,2,3,78,12000,1320,10757.3333,1,1882.6667
5702000322,5,LN08,"August 1, 2011",41,125,A,1,M,PT,M,U,13,200,2,5,78,5000,530,1040,4,1894
5702000217,5,LN08,"June 11, 2012",41,21,A,1,M,PT,M,U,13,200,3,5,78,20000,2200,20000,1,2200
2702000570,2,LN08,"February 21, 2012",41,12,A,1,M,S,E,S,6,200,1,8,71,30000,3300,17793.3333,1,3113.3334
5702000358,5,LN08,"March 24, 2011",41,255,A,0,M,PT,M,U,10,200,1,3,61,6000,640,2465.3333,6,3535.3334
5702000390,5,LN08,"February 2, 2012",41,10,A,1,M,PT,M,U,13,200,2,3,78,50000,5500,25419.043,1,4613.3333
5702000397,5,LN08,"June 6, 2011",41,121,A,1,M,PT,M,U,13,200,1,5,78,20000,2130,2850.9333,2,4706.6
5702000199,5,LN08,"April 26, 2012",41,7,A,1,M,PT,M,U,13,200,4,3,78,23000,2530,17605.99,2,6004
5702000319,5,LN08,"February 10, 2012",41,112,A,1,M,PT,M,U,13,200,2,5,78,21000,2310,16613.3333,3,6230
5702000339,5,LN08,"March 30, 2012",41,64,A,1,M,PT,M,U,13,200,2,5,78,41000,4510,36012.3267,2,9273.66
2702000583,2,LN08,"April 2, 2012",41,63,A,1,M,C,U,M,6,200,1,6,71,90000,9900,64320,1,9600
5702000363,5,LN08,"April 4, 2011",41,334,A,0,M,PT,M,U,13,200,1,3,78,15000,1600,9223.3333,6,9600
2701000266,2,LN04,"April 18, 2012",41,75,A,1,M,C,E,S,9,200,2,6,71,9000,3320,9000,3,9950
7701000010,7,LN04,"May 31, 2012",41,2,A,1,M,E,F,M,6,200,1,GMAMBALA,71,15000,5530,4876.3333,2,10123.6667
5702000110,5,LN08,"April 27, 2012",41,66,A,1,M,PT,M,U,13,200,2,3,78,42000,4620,39904.3933,2,10686.6667
5702000315,5,LN08,"December 7, 2011",41,207,A,0,M,PT,M,U,13,200,2,5,78,17600,1880,19733,6,11027
5702000387,5,LN08,"September 23, 2011",41,132,A,1,M,PT,M,U,13,200,2,5,78,17000,1810,8606.89,6,11193.5433
5702000337,5,LN08,"April 10, 2012",41,83,A,1,M,PT,M,U,13,200,2,5,78,55000,6050,53507,2,12100
5702000347,5,LN08,"April 10, 2012",41,83,A,1,F,PT,M,U,3,200,2,5,78,60000,6600,58360,2,13200
5702000408,5,LN08,"November 14, 2011",41,110,A,1,M,PT,M,U,13,200,2,5,78,50000,5330,26882,3,14220
2701000254,2,LN04,"May 30, 2012",41,33,A,1, ,C,E,U,13,200,2,6,71,20000,7370,20000.0033,2,14740
2702000385,2,LN08,"July 5, 2011",41,272,A,0,M,S,E,S,6,200,2,8,71,32000,4750,16036.6533,3,15986.65
5702000431,5,LN08,"August 25, 2011",41,191,A,0,M,P,E,M,13,200,1,5,78,27600,2940,15456,6,17508
2701000246,2,LN04,"February 1, 2012",41,151,A,0,F,C,B,S,9,200,1,10,71,18000,6630,18000,3,21780
5702000444,5,LN08,"September 16, 2011",41,259,A,0,M,PT,M,U,13,200,1,5,78,31000,3310,26572,7,22532
2702000595,2,LN08,"May 5, 2012",41,28,A,1,M,C,B,S,12,200,1,8,71,250000,27500,213117.6667,2,41882.3333
5702000373,5,LN08,"April 18, 2011",41,440,A,0,M,PT,M,U,13,200,1,3,78,50000,5330,47588,9,49922
6901000002,6,LN06,"February 3, 2012",41,32,A,1,G,N,F,G,1,200,2,SCHINKUDZU,71,228700,46120,58387,1,65037
2702000500,2,LN08,"September 6, 2011",41,299,A,0,M,U,E,M,6,200,1,8,71,95000,10130,95000,10,101540
6901000024,6,LN06,"June 13, 2012",40,19,B,1,G,N,B,G,1,200,2,SCHINKUDZU,71,136800,27590,91760.6667,-1,-21920
2501000181,2,LN02,"April 3, 2012",40,60,B,1,F,C,E,M,1,200,1,8,71,100000,11330,48300,-1,-11380
6901000044,6,LN06,"March 13, 2012",40,21,B,1,G,N,B,G,1,200,1,SCHINKUDZU,71,77000,15530,26960,0,-160
7901000024,7,LN06,"February 25, 2012",40,8,B,1, ,X,M,G,1,200,1,GMAMBALA,71,84000,16940,14514,0,220
5501000214,5,LN02,"June 20, 2012",40,12,B,1,M,C,E,M,13,200,1,3,78,5000,570,5000,1,570
6901000008,6,LN06,"May 19, 2012",40,14,B,1,F,N,B,G,1,200,2,SCHINKUDZU,71,148800,30010,101075.6667,0,660
2901000075,2,LN06,"June 5, 2012",40,27,B,1,G,PT,M,U,1,200,2,6,71,222000,44770,185890,0,890
6901000048,6,LN06,"May 21, 2012",40,12,B,1,G,N,B,G,1,200,1,SCHINKUDZU,71,96500,19460,65260,0,920
2102000059,2,LN01,"March 27, 2012",40,7,B,1,G,N,B,U,1,200,1,8,71,103200,20810,36370.6667,0,1730
3702000023,3,LN08,"December 7, 2011",40,28,B,1,M,S,B,S,3,200,1,SHARA,61,20000,2130,9839,2,3324.3333
6901000041,6,LN06,"February 18, 2012",40,15,B,1,G,N,B,G,1,200,1,EKACHINGWE,71,163000,32870,31670,0,3952
5702000476,5,LN08,"April 24, 2012",40,9,B,1,M,S,E,M,6,200,1,3,78,20000,2200,14452.6733,2,5080.6667
2702000417,2,LN08,"May 4, 2011",40,95,B,1,M,S,E,M,6,200,1,6,71,100000,10670,3135,0,5110
6901000022,6,LN06,"March 22, 2012",40,12,B,1,G,N,B,G,1,200,2,SCHINKUDZU,71,112000,22590,42549.3333,0,5360
6901000033,6,LN06,"December 9, 2011",40,56,B,1,G,N,B,G,1,200,1,SCHINKUDZU,71,79550,15650,5005,0,6200
2501000272,2,LN02,"June 29, 2012",40,3,B,1,F,T,E,S,6,200,1,6,71,60000,6800,60000,1,6800
4901000056,4,LN06,"April 2, 2012",40,1,B,1,G,N,U,G,1,200,2,AMWAKHWAWA,31,55000,15680,18667.3333,0,6996
5702000388,5,LN08,"May 26, 2011",40,13,B,1,M,PT,M,U,3,200,1,5,78,8000,850,7590.0033,11,9766.67
6901000016,6,LN06,"February 28, 2012",40,5,B,1,G,N,B,G,1,200,2,SCHINKUDZU,71,60050,12110,19801.6667,1,13458.3333
5501000193,5,LN02,"March 23, 2012",40,100,B,1,M,C,E,M,13,200,1,5,78,30000,3400,30000,4,13600
2501000220,2,LN02,"February 6, 2012",40,87,B,1,F,S,E,M,6,200,1,10,71,25000,7000,11675,2,16550
2601000298,2,LN03,"January 7, 2011",40,541,B,0,M,S,E,M,9,200,1,10,71,11000,3040,11000,5,16670
6901000043,6,LN06,"February 22, 2012",40,71,B,1,G,N,B,G,1,200,1,SCHINKUDZU,71,46350,9350,25774,2,17585
2601000419,2,LN03,"June 2, 2011",40,155,B,0,M,S,E,M,8,200,1,10,71,13000,3600,13000,5,17890
5102000041,5,LN01,"June 29, 2012",40,3,B,1,G,PT,M,U,13,200,4,3,78,106000,21380,106000,1,21380
6901000012,6,LN06,"April 21, 2012",40,12,B,1,G,N,B,G,1,200,2,SCHINKUDZU,71,181700,36640,108392,1,23680
5702000229,5,LN08,"June 30, 2011",40,367,B,0,M,PT,M,U,3,200,2,5,78,20000,2130,19932.9867,12,24953.32
2702000310,2,LN08,"January 18, 2012",40,165,B,0,F,S,C,M,6,200,2,8,71,50000,5500,49847,5,25000
6901000027,6,LN06,"May 11, 2012",40,46,B,1,G,N,B,G,1,200,2,SCHINKUDZU,71,134000,27020,94219.6667,1,25490
6901000021,6,LN06,"June 7, 2012",40,25,B,1,G,N,B,G,1,200,2,SCHINKUDZU,71,169500,34180,169500.0033,1,34180
6901000020,6,LN06,"October 7, 2011",40,140,B,0,G,N,B,G,1,200,1,SCHINKUDZU,71,128900,36090,18279,1,34275
6901000003,6,LN06,"February 3, 2012",40,32,B,1,G,N,B,G,1,200,2,SCHINKUDZU,71,179200,36140,46260.6667,1,50775
5702000380,5,LN08,"January 10, 2012",40,173,B,0,M,S,E,S,13,200,2,3,78,100000,10670,93893,5,50960
6901000004,6,LN06,"January 31, 2012",40,33,B,1,G,N,B,G,1,200,2,FCHIDOTHE,71,190000,38320,45720.0033,2,61168.3333
6901000006,6,LN06,"December 29, 2011",40,96,B,1,G,N,B,G,1,200,2,FCHIDOTHE,71,162000,31860,76392,2,79260
2901000066,2,LN06,"February 3, 2012",40,60,B,1,G,PT,M,U,5,200,2,10,71,204000,41140,86600,2,87550
6702000008,6,LN08,"February 3, 2012",40,151,B,0,M,S,B,M,6,200,1,FCHIDOTHE,78,250000,27500,250000,6,160000
2702000254,2,LN08,"January 20, 2012",39,14,B,1,F,S,C,M,13,200,2,6,71,15000,1650,7333.34,0,-100
2702000526,2,LN08,"October 25, 2011",39,11,B,1,M,S,C,M,6,200,1,10,71,100000,10670,25435.97,0,-60.03
2702000520,2,LN08,"May 31, 2012",39,2,B,1,M,S,E,M,13,200,2,6,71,46000,5060,38380,1,3378.5
5702000474,5,LN08,"April 10, 2012",39,53,B,1,M,PT,M,U,10,200,1,5,78,50000,5500,43789.67,1,6166.67
5702000368,5,LN08,"April 6, 2011",39,452,B,0,M,S,E,M,13,200,1,3,78,5500,590,5118,11,6515
5702000479,5,LN08,"May 9, 2012",39,54,B,1,M,S,E,M,3,200,1,5,78,30000,3300,30000,2,6600
5702000458,5,LN08,"December 28, 2011",39,5,B,1,M,PT,M,U,10,200,1,5,78,100000,10670,39808.33,1,7613.33
2701000188,2,LN04,"September 22, 2011",39,163,B,0,M,C,C,U,9,200,1,10,71,8000,2910,8000,4,10400
4601000077,4,LN03,"January 7, 2012",39,27,B,1,M,C,E,M,6,204,2,2,78,10000,2270,10000,5,11600
2601000491,2,LN03,"September 3, 2011",39,63,B,1,M,P,B,M,8,200,1,6,71,12000,2320,10729.3333,5,11700
2501000204,2,LN02,"December 22, 2011",39,43,B,1,F,C,E,M,12,200,1,10,71,100000,11000,56135,1,14000
5601000659,5,LN03,"May 16, 2012",39,17,B,1,M,PT,M,U,8,200,2,3,78,90000,9900,70060.0033,2,16040
5702000454,5,LN08,"November 24, 2011",39,214,B,0,M,PT,M,U,10,200,1,5,78,50000,5330,43945,6,32060
7102000008,7,LN01,"April 12, 2012",39,21,B,1,G,X,M,G,1,200,2,GMAMBALA,31,215000,43360,105079,1,32946
2702000117,2,LN08,"February 3, 2012",39,119,B,1,M,PT,M,U,6,200,3,10,71,100000,10670,79900.3433,4,37620.01
5601000612,5,LN03,"July 5, 2011",39,93,B,1,F,S,C,M,6,200,1,3,78,100000,11000,23896,7,80721
5601000707,5,LN03,"November 23, 2011",39,161,B,0,F,S,E,M,13,200,1,3,78,129000,14190,107296,7,93224
6102000001,6,LN01,"February 3, 2012",39,92,B,1,G,N,F,G,1,200,3,HKABWILO,71,478000,96400,267318.3333,3,281260
2601000511,2,LN03,"September 23, 2011",39,192,B,0,M,PT,E,S,13,200,1,10,71,600000,66000,435200,6,380000
4901000059,4,LN06,"April 2, 2012",38,1,B,1,G,N,B,G,1,204,2,2,31,252000,50820,30457,-1,-51485
2601000195,2,LN03,"December 14, 2011",38,21,B,1,M,C,M,M,3,200,3,10,71,90000,11400,28180.0067,0,-1100
5702000482,5,LN08,"June 12, 2012",38,20,B,1,M,PT,M,U,13,200,1,3,78,15000,1650,14003.3333,1,996.6667
2702000561,2,LN08,"January 25, 2012",38,9,B,1,F,C,B,M,8,200,1,10,71,20000,3390,3574.3333,0,1070
2702000545,2,LN08,"December 16, 2011",38,19,B,1,F,S,C,M,3,200,1,10,71,70000,7470,31313.66,0,2286.66
3601000048,3,LN03,"December 7, 2011",38,88,B,1,M,T,E,M,6,200,2,3,71,25000,5670,2491.0067,1,3585.34
5601000745,5,LN03,"May 10, 2012",38,23,B,1,F,T,E,M,13,200,1,3,78,19500,2150,15554.6667,2,3745.3333
2702000318,2,LN08,"April 2, 2012",38,3,B,1,M,C,E,M,11,200,2,8,71,40000,5070,27693.6667,1,5582.3333
5702000452,5,LN08,"October 25, 2011",38,11,B,1,F,PT,O,M,8,200,1,5,78,50000,5330,13714.31,1,5850.98
6102000015,6,LN01,"February 20, 2012",38,13,B,1,G,N,B,G,1,200,1,SCHINKUDZU,71,159000,32070,35363,0,7755
2701000285,2,LN04,"May 29, 2012",38,34,B,1,F,C,C,U,13,200,1,6,71,20000,7370,15050,1,8740
5601000661,5,LN03,"June 15, 2012",38,17,B,1,M,S,E,M,13,200,2,3,78,105000,11550,94586.6667,1,9963.3333
5702000407,5,LN08,"December 14, 2011",38,200,B,0,M,PT,M,U,11,200,2,5,78,15000,1600,15000.0033,7,11200
4601000113,4,LN03,"September 5, 2011",38,91,B,1,M,P,E,S,1,200,1,2,31,10000,1930,8234,7,12716
4501000108,4,LN02,"May 30, 2012",38,33,B,1,M,T,E,M,6,200,1,AMWAKHWAWA,71,60000,10370,53860,2,18280
2702000228,2,LN08,"October 5, 2010",38,626,B,0,M,S,E,M,1,200,1,8,11,15000,2850,15000,8,22700
5901000023,5,LN06,"February 29, 2012",38,34,B,1,G,PT,M,U,1,200,1,5,78,75000,15130,26144.6667,2,26545.3333
2601000404,2,LN03,"May 12, 2011",38,236,B,0,F,C,E,S,12,200,1,6,71,21000,7560,21000,4,28840
5901000011,5,LN06,"May 11, 2012",38,52,B,1,G,PT,M,U,1,200,3,5,78,95800,19320,95800.0033,2,36580
2102000051,2,LN01,"February 3, 2012",38,60,B,1,G,PT,M,U,1,200,2,8,71,104000,20970,36308.6667,3,58547.3333
6102000010,6,LN01,"January 6, 2012",38,117,B,1,G,N,B,G,1,200,1,FCHIDOTHE,71,100000,19330,66629,4,75865
5702000148,5,LN08,"April 30, 2011",38,338,B,0,M,PT,M,U,13,200,2,3,78,100000,10670,71124.6567,8,81809.99
6102000016,6,LN01,"February 21, 2012",38,101,B,1,G,N,B,G,1,200,1,SCHINKUDZU,71,222200,44810,161378.6667,3,131590
2102000050,2,LN01,"September 12, 2011",38,113,B,1,G,PT,M,U,1,200,1,6,71,203700,39380,179979,5,214600
4901000060,4,LN06,"June 28, 2012",37,4,B,1,G,N,B,G,1,200,2,AMWAKHWAWA,31,77000,15530,48070,-1,-15650
5601000752,5,LN03,"June 12, 2012",37,20,B,1,M,P,B,M,13,200,1,3,78,3000,330,1558.6667,1,271.3333
5702000342,5,LN08,"June 11, 2012",37,21,B,1,M,PT,M,U,1,200,3,3,78,10000,1100,9269.67,1,650
5501000201,5,LN02,"May 4, 2012",37,59,B,1,M,PT,M,M,13,200,1,3,78,12000,1360,12000,2,2720
5601000557,5,LN03,"May 6, 2011",37,422,B,0,M,P,E,M,9,200,1,3,78,2000,220,2000,13,2910
6601000022,6,LN03,"April 3, 2012",37,1,B,1,M,C,E,M,1,200,1,SCHINKUDZU,71,45000,4950,32505,1,3625
5901000022,5,LN06,"February 6, 2012",37,27,B,1,G,N,B,U,1,200,1,3,78,149500,30150,28276.3333,0,3725
5601000679,5,LN03,"December 13, 2011",37,201,B,0,M,C,B,M,13,200,2,3,78,6500,720,6500,7,4970
2701000112,2,LN04,"March 8, 2011",37,271,B,0,F,C,E,M,6,200,1,6,71,4000,1450,4000,4,6040
2501000257,2,LN02,"April 26, 2012",37,37,B,1,M,C,E,M,9,200,1,10,71,40000,6200,34200,2,10320
3702000018,3,LN08,"December 29, 2011",37,66,B,1,M,S,B,M,6,200,2,3003,71,34500,5120,17221.33,3,13728.33
5601000731,5,LN03,"March 14, 2012",37,109,B,1,M,C,E,S,5,200,1,3,78,32000,3520,32000,4,14080
5702000262,5,LN08,"November 25, 2011",37,129,B,1,M,PT,M,U,6,200,2,5,11,42000,4480,28404.1721,4,17282.6666
5702000435,5,LN08,"November 24, 2011",37,130,B,1,M,PT,M,U,6,200,1,5,11,45000,4800,31545,4,18400
2701000113,2,LN04,"March 9, 2011",37,150,B,0,M,C,E,M,9,200,1,6,71,30000,10900,13770,2,19800
2702000422,2,LN08,"May 13, 2011",37,415,B,0,F,PT,M,M,6,200,1,6,71,23000,2840,20982,9,24548
4901000042,4,LN06,"September 9, 2011",37,13,B,1,F,N,B,G,1,200,2,AMWAKHWAWA,31,99000,19470,20930,1,24693
2702000434,2,LN08,"June 7, 2011",37,390,B,0,F,X,B,S,13,200,1,8,71,20000,2130,20000,12,26540
5601000563,5,LN03,"February 9, 2012",37,113,B,1,M,N,E,M,13,200,3,3,78,57900,6370,50212.0033,4,27538
5702000302,5,LN08,"December 30, 2010",37,159,B,0,M,PT,M,U,1,200,1,5,71,20000,2130,20000,14,28890
2701000199,2,LN04,"October 25, 2011",37,160,B,0,M,C,E,M,9,200,1,10,71,30000,10900,30000,3,38100
4901000030,4,LN06,"October 20, 2010",37,530,B,0,G,N,B,G,5,204,1,AMWAKHWAWA,71,71200,14000,26898.6667,3,40880
5901000025,5,LN06,"April 12, 2012",37,21,B,1,G,N,B,U,5,200,1,3,78,278000,56060,139611.6667,1,44228.3333
2901000067,2,LN06,"July 2, 2012",37,1,B,1,G,PT,M,G,1,200,2,6,71,238300,48060,238300,1,48060
5501000173,5,LN02,"February 27, 2012",37,96,B,1,M,P,E,M,8,200,1,5,78,160000,18130,138960,4,69690
4901000044,4,LN06,"October 31, 2011",37,124,B,1,G,N,B,M,1,200,2,AMWAKHWAWA,31,250000,49170,61210.0067,2,76930
4901000068,4,LN06,"November 30, 2011",37,184,B,0,G,N,B,G,1,200,1,2,31,116000,22810,80214,4,83610
2901000010,2,LN06,"January 9, 2012",37,85,B,1,G,PT,M,G,1,200,3,6,71,265000,52120,89773.33,2,89033.33
4901000040,4,LN06,"August 8, 2011",37,89,B,1,G,N,B,G,1,200,2,AMWAKHWAWA,31,405000,79650,51225,1,99300
5702000364,5,LN08,"February 20, 2012",36,13,B,1,M,PT,M,U,13,200,2,5,11,26000,2860,11678.18,-1,-3356.82
2501000265,2,LN02,"May 28, 2012",36,5,B,1,F,P,F,M,13,200,1,8,71,30000,3400,21770,-1,-3200
2702000284,2,LN08,"June 5, 2012",36,27,B,1,F,E,C,M,9,200,2,8,71,20000,2200,20000,1,2200
3601000058,3,LN03,"February 13, 2012",36,139,B,0,M,T,C,M,13,200,2,3003,71,3000,3080,3000,1,3400
5702000271,5,LN08,"December 1, 2011",36,11,B,1,M,PT,M,U,13,200,2,5,11,50000,5330,16654.31,1,4503.98
5702000321,5,LN08,"February 10, 2012",36,53,B,1,M,PT,M,U,13,200,2,5,11,21000,2310,12544,2,4979.3333
5702000473,5,LN08,"April 10, 2012",36,53,B,1,F,PT,B,M,8,200,1,5,78,50000,5500,42789.67,1,5166.67
2702000560,2,LN08,"January 18, 2012",36,46,B,1,M,S,E,M,11,200,1,8,71,35000,3850,23109,2,6032
2501000120,2,LN02,"January 28, 2011",36,490,B,0,F,S,E,S,1,200,1,8,71,9000,2040,6764,5,9820
2701000190,2,LN04,"September 23, 2011",36,162,B,0,M,S,E,S,9,200,1,8,71,10000,3630,7350,3,10000
5702000325,5,LN08,"January 10, 2012",36,54,B,1,M,PT,M,U,13,200,2,3,11,40000,4270,23375.43,3,11463.1
5702000351,5,LN08,"February 21, 2012",36,72,B,1,M,PT,M,U,13,200,2,5,11,15000,3400,6286.6667,3,11633.3333
5701000100,5,LN04,"April 1, 2011",36,158,B,0,M,PT,M,U,6,200,1,3,78,10000,3630,8210,3,11800
6702000009,6,LN08,"February 18, 2012",36,75,B,1,M,S,E,M,1,200,1,HKABWILO,11,60000,6600,45746.6667,2,12653.3333
2702000582,2,LN08,"March 30, 2012",36,94,B,1,M,S,E,S,1,200,1,6,71,17000,3290,17000,4,13120
7601000028,7,LN03,"October 20, 2011",36,135,B,0,F,E,B,S,8,200,1,GMAMBALA,78,35000,4430,17518,3,13570
6702000004,6,LN08,"March 17, 2012",36,47,B,1,F,S,B,D,1,200,2,SCHINKUDZU,71,60000,13600,24906.6667,1,13600
6701000001,6,LN04,"March 9, 2012",36,85,B,1,F,S,B,M,9,200,1,SCHINKUDZU,71,30000,11050,13595,1,13700
2702000341,2,LN08,"July 5, 2011",36,63,B,1,M,E,C,S,8,200,2,10,71,75000,8000,4834.3933,2,14799.9933
7601000035,7,LN03,"January 6, 2012",36,28,B,1, ,S,F,M,1,200,1,GMAMBALA,71,28000,4250,10150,4,18125
5601000579,5,LN03,"May 25, 2011",36,14,B,1,F,PT,M,U,13,200,1,5,78,18000,1980,14200,10,19720
5601000341,5,LN03,"November 22, 2011",36,13,B,1,M,PT,M,U,6,200,4,3,78,30000,3300,2846.67,6,20453.3333
2702000281,2,LN08,"August 9, 2011",36,88,B,1,F,E,C,M,8,200,2,10,71,100000,10670,24604.31,2,21593.31
